anime_id,Name,Score,Genres,Type,Episodes,Members
1205,Aru Tabibito no Nikki,7.05,"Adventure, Fantasy",ONA,6.0,25640
1206,Ihatov Gensou: Kenji no Haru,7.26,"Drama, Slice of Life",Movie,1.0,8415
1207,Wata no Kuni Hoshi,6.81,"Drama, Fantasy, Romance",Movie,1.0,5804
1208,Tatsu no Ko Tarou,6.76,"Adventure, Fantasy, Supernatural",Movie,1.0,3971
1209,Nasu: Andalusia no Natsu,6.99,Sports,Movie,1.0,9493
1210,NHK ni Youkoso!,8.31,"Comedy, Drama, Romance",TV,24.0,709053
1211,Macross Plus Movie Edition,7.7,"Action, Adventure, Romance, Sci-Fi",Movie,1.0,16590
1212,Oban Star-Racers,7.5,"Action, Adventure, Sci-Fi",TV,26.0,50167
1214,Binbou Shimai Monogatari,6.86,"Comedy, Drama, Slice of Life",TV,10.0,21043
1215,Kidou Senshi Gundam SEED C.E. 73: Stargazer,7.13,Sci-Fi,ONA,3.0,22809
1216,Boku wa Konomama Kaeranai,5.42,"Boys Love, Drama, Romance",OVA,1.0,9766
1217,Seikimatsu★Darling,6.31,"Boys Love, Comedy, Drama, Romance",OVA,1.0,8082
1218,Tonagura!,6.69,"Comedy, Drama, Romance, Ecchi",TV,13.0,48290
1219,Chocotto Sister,6.75,"Comedy, Drama, Romance, Ecchi",TV,24.0,20849
1220,Hoshizora Kiseki,5.7,"Romance, Sci-Fi",ONA,1.0,11780
1221,Demashita! Powerpuff Girls Z,6.42,"Action, Comedy, Sci-Fi, Slice of Life",TV,52.0,33655
1222,Bokura ga Ita,7.25,"Drama, Romance",TV,26.0,226522
1223,Ame to Shoujo to Watashi no Tegami,5.75,UNKNOWN,ONA,1.0,8986
1224,Aquarian Age: Sign for Evolution,6.05,"Action, Adventure, Fantasy, Romance, Sci-Fi, Supernatural",TV,13.0,13221
1225,3x3 Eyes: Seima Densetsu,6.91,"Action, Adventure, Fantasy, Horror, Romance",OVA,3.0,14478
1226,Seihou Tenshi Angel Links,5.92,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,13.0,9153
1227,Shuten Douji,5.65,"Horror, Sci-Fi, Supernatural",OVA,4.0,3407
1228,Chivas 1-2-3,5.88,"Action, Comedy, Fantasy, Supernatural, Ecchi",OVA,2.0,3723
1230,Innocent Venus,6.78,"Adventure, Drama, Sci-Fi",TV,12.0,26515
1231,Saber Marionette J to X,7.28,"Action, Adventure, Comedy, Sci-Fi",TV,26.0,14385
1232,Saber Marionette R,6.56,"Action, Comedy, Sci-Fi",OVA,3.0,8173
1233,Aozora Shoujo-tai,6.5,"Action, Comedy, Romance",OVA,7.0,8253
1234,Hand Maid Mai,5.95,"Comedy, Romance, Sci-Fi, Ecchi",OVA,1.0,4248
1235,Ichitaka no Mousou Nikki,6.38,"Comedy, Romance, Ecchi",Special,5.0,6810
1236,SF Saiyuuki Starzinger,6.96,"Action, Adventure, Sci-Fi",TV,73.0,2690
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,7.21,"Action, Adventure, Fantasy",Special,1.0,31470
1238,One Piece: Mamore! Saigo no Dai Butai,7.32,"Action, Adventure, Fantasy",Special,1.0,30184
1239,Bishoujo Senshi Sailor Moon SuperS,7.62,"Fantasy, Romance",TV,39.0,114671
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.55,Drama,Movie,1.0,39998
1241,Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,7.38,"Drama, Sci-Fi",OVA,1.0,23071
1243,Night Head Genesis,6.74,"Drama, Mystery, Sci-Fi, Supernatural",TV,24.0,30590
1244,Ankoku Shindenshou Takegami,5.49,"Action, Drama, Sci-Fi, Supernatural",OVA,3.0,2358
1245,Shihaisha no Tasogare,5.8,"Action, Drama, Horror, Sci-Fi, Supernatural",OVA,1.0,10403
1246,Yuugo: Koushounin,7.07,"Action, Drama, Mystery, Suspense",TV,13.0,12315
1247,Project BLUE Chikyuu SOS,6.58,"Adventure, Comedy, Sci-Fi",TV,6.0,3700
1248,Zone of the Enders: 2167 Idolo,6.86,"Action, Drama, Romance, Sci-Fi",OVA,1.0,9400
1249,"Zone of the Enders: Dolores, I",6.92,"Action, Adventure, Comedy, Sci-Fi",TV,26.0,11868
1250,Erementar Gerad,7.25,"Adventure, Comedy, Fantasy, Romance",TV,26.0,93801
1251,Fushigi no Umi no Nadia,7.52,"Adventure, Comedy, Romance, Sci-Fi",TV,39.0,64862
1252,Fushigi no Umi no Nadia: Original Movie,5.26,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi",Movie,1.0,7818
1253,Saint Seiya: Meiou Hades Meikai-hen,7.75,"Action, Adventure, Fantasy, Sci-Fi",OVA,12.0,48815
1254,Saint Seiya,7.75,"Action, Adventure, Fantasy, Sci-Fi",TV,114.0,181057
1255,Saint Seiya: Shinku no Shounen Densetsu,7.2,"Adventure, Fantasy, Sci-Fi",Movie,1.0,15703
1256,Saint Seiya: Jashin Eris,6.78,"Adventure, Sci-Fi",Movie,1.0,18813
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.05,"Action, Adventure, Fantasy, Sci-Fi",OVA,13.0,55208
1258,Saint Seiya: Kamigami no Atsuki Tatakai,6.86,"Adventure, Sci-Fi",Movie,1.0,17047
1259,Saint Seiya: Tenkai-hen Josou - Overture,7.2,"Action, Adventure, Fantasy, Sci-Fi",Movie,1.0,23456
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,6.75,"Adventure, Sci-Fi",Movie,1.0,15999
1261,Kyattou Ninden Teyandee,7.07,"Action, Comedy, Sci-Fi",TV,54.0,13158
1262,Macross II: Lovers Again,6.29,"Action, Adventure, Sci-Fi",OVA,6.0,12412
1263,Suika,6.4,"Drama, Fantasy, Hentai",OVA,3.0,5626
1264,Yoroiden Samurai Troopers,7.08,"Adventure, Sci-Fi",TV,39.0,18218
1265,Yoroiden Samurai Troopers Gaiden,6.5,"Adventure, Fantasy",OVA,2.0,2992
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,6.44,"Adventure, Fantasy",OVA,4.0,2571
1267,Yoroiden Samurai Troopers Message,5.88,"Adventure, Fantasy",OVA,5.0,2337
1268,Aquarian Age: Saga II - Don't Forget Me...,5.71,"Action, Drama",OVA,1.0,3503
1269,Bio Hunter,5.91,"Action, Horror",OVA,1.0,13955
1270,Black Magic M-66,6.37,"Action, Sci-Fi",OVA,1.0,16003
1271,Kyoukasho ni Nai!,5.47,"Comedy, Romance, Ecchi",OVA,2.0,5035
1272,Injuu Gakuen La Blue Girl,6.22,Hentai,OVA,6.0,8552
1273,Injuu Gakuen La☆Blue Girl: Fukkatsu-hen,6.08,Hentai,OVA,4.0,4866
1274,Injuu Gakuen EX,5.99,Hentai,OVA,4.0,3625
1275,Can Can Bunny Extra,6.11,"Fantasy, Romance, Hentai",OVA,6.0,3658
1276,Ys,6.41,"Action, Adventure, Drama, Fantasy",OVA,7.0,8027
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,6.58,"Adventure, Drama, Fantasy",OVA,4.0,5189
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,7.31,"Comedy, Romance",Special,1.0,25080
1279,Taiyou no Ko Esteban,7.74,"Adventure, Sci-Fi",TV,39.0,12705
1280,Mamono Hunter Youko,6.23,"Comedy, Fantasy, Horror, Supernatural",OVA,5.0,11927
1281,Gakkou no Kaidan,7.73,"Horror, Mystery, Supernatural",TV,19.0,196847
1283,Choujuu Densetsu Gestalt,6.07,"Adventure, Comedy, Fantasy",OVA,2.0,4169
1284,Houma Hunter Lime,6.36,"Comedy, Fantasy",OVA,3.0,2452
1285,Soukihei MD Geist,5.32,"Action, Sci-Fi",OVA,1.0,16074
1286,Soukihei MD Geist 2: Death Force,5.01,"Action, Sci-Fi",OVA,1.0,8146
1287,Odin: Koushi Hansen Starlight,5.16,"Action, Adventure, Drama, Sci-Fi",Movie,1.0,3418
1288,Kidou Keisatsu Patlabor,7.27,"Comedy, Sci-Fi",OVA,7.0,34460
1289,Kidou Keisatsu Patlabor: New OVA,7.54,"Comedy, Sci-Fi",OVA,16.0,9971
1290,WXIII Kidou Keisatsu Patlabor,6.67,Sci-Fi,Movie,1.0,11760
1292,Afro Samurai,7.36,"Action, Adventure",TV,5.0,359816
1293,Urusei Yatsura,7.73,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,195.0,84235
1295,A-Ko The Versus,6.2,"Action, Adventure, Comedy, Romance, Sci-Fi",OVA,2.0,5456
1296,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,6.45,"Action, Comedy, Sci-Fi",OVA,1.0,6369
1297,Project A-Ko 3: Cinderella Rhapsody,6.33,"Action, Comedy, Sci-Fi",OVA,1.0,5566
1298,Project A-Ko 4: Final,6.39,"Action, Comedy, Sci-Fi",OVA,1.0,5342
1299,Flag,7.14,UNKNOWN,ONA,13.0,20661
1300,Omishi Mahou Gekijou: Risky★Safety,6.56,Comedy,TV,24.0,4081
1301,Ginga Tetsudou 999 (Movie),7.55,"Adventure, Drama, Fantasy, Sci-Fi",Movie,1.0,19363
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,7.24,"Adventure, Drama, Sci-Fi",Movie,1.0,9158
1303,The Animatrix,7.3,"Action, Drama, Sci-Fi",OVA,9.0,79457
1311,Chobits Recap,6.95,"Comedy, Drama, Romance, Sci-Fi, Ecchi",Special,1.0,37641
1312,Chikyuu Bouei Kigyou Dai-Guard,7.16,"Adventure, Comedy, Sci-Fi",TV,26.0,9264
1313,Digimon Adventure 02,7.23,"Action, Adventure, Comedy, Drama, Fantasy",TV,50.0,216680
1314,DT Eightron,6.3,"Action, Sci-Fi",TV,26.0,2272
1316,Idaten Jump,7.25,Sports,TV,52.0,17853
1317,Eyeshield 21: Maboroshi no Golden Bowl,6.6,Sports,Special,1.0,8611
1324,Earthian,6.01,"Boys Love, Drama",OVA,4.0,10569
1325,Hamelin no Violin Hiki,6.52,"Adventure, Drama, Fantasy",TV,25.0,6468
1327,Aoki Densetsu Shoot!,7.42,"Romance, Sports",TV,58.0,14603
1328,1 Pound no Fukuin,6.38,"Comedy, Romance, Sports",OVA,1.0,4558
1329,Ohoshi-sama no Rail,6.95,Drama,Movie,1.0,3702
1331,Dragon Pink,6.08,"Action, Adventure, Comedy, Fantasy, Supernatural, Hentai",OVA,3.0,5807
1332,Elf no Wakaokusama,5.85,"Fantasy, Hentai",OVA,2.0,3400
1333,Fushigi na Koala Blinky,6.1,"Adventure, Comedy, Fantasy",TV,26.0,1059
1335,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,7.12,"Comedy, Sci-Fi",Special,26.0,25407
1336,Kyoushoku Soukou Guyver II,6.97,"Action, Adventure, Drama, Horror, Sci-Fi",OVA,6.0,8300
1337,Dororon Enma-kun,6.15,"Comedy, Fantasy, Horror, Supernatural",TV,25.0,3976
1338,Shin Megami Tensei: Tokyo Mokushiroku,5.34,"Action, Horror, Sci-Fi, Supernatural",OVA,2.0,7158
1339,Cool Devices,6.18,Hentai,OVA,11.0,7227
1340,Yami no Shihosha Judge,5.29,"Horror, Supernatural",OVA,1.0,3755
1341,Violence Jack: Harlem Bomber-hen,5.18,"Action, Drama, Horror",OVA,1.0,12413
1342,Violence Jack: Jigoku Gai-hen,5.54,"Action, Drama, Horror",OVA,1.0,10854
1343,Violence Jack: Hell's Wind-hen,5.47,"Action, Drama, Horror",OVA,1.0,8690
1344,Eightman After,6.18,"Action, Drama, Sci-Fi",OVA,4.0,4484
1345,Soujuu Senshi Psychic Wars,3.08,Action,OVA,1.0,4314
1346,AD Police,6.24,"Action, Adventure, Horror, Mystery, Sci-Fi, Suspense",OVA,3.0,17422
1347,Bubblegum Crisis,7.31,"Adventure, Sci-Fi",OVA,8.0,50213
1348,Bubblegum Crash,6.54,"Action, Adventure, Sci-Fi",OVA,3.0,11376
1349,A.D. Police (TV),5.91,"Action, Sci-Fi",TV,12.0,11603
1350,Parasite Dolls,6.54,"Action, Sci-Fi",OVA,3.0,18154
1351,Angel Cop,5.95,"Action, Sci-Fi",OVA,6.0,19512
1352,Cyber City Oedo 808,7.18,"Action, Adventure, Sci-Fi",OVA,3.0,28972
1353,The Urotsuki,5.57,"Adventure, Fantasy, Horror, Hentai",OVA,3.0,3914
1355,Makyuu Senjou,4.83,"Action, Sci-Fi",OVA,2.0,1139
1356,Hokuto no Ken 2,7.56,"Action, Drama",TV,43.0,30102
1357,Shin Hokuto no Ken,6.94,"Action, Sci-Fi",OVA,3.0,14279
1358,Hokuto no Ken Movie,7.21,"Adventure, Sci-Fi",Movie,1.0,20695
1359,Nikutai Ten'i,6.26,Hentai,OVA,2.0,11195
1360,Makai Tenshi Djibril,6.42,Hentai,OVA,4.0,9105
1361,Final Fantasy: The Spirits Within,6.32,Sci-Fi,Movie,1.0,70084
1362,Street Fighter II Movie,7.17,Action,Movie,1.0,30123
1363,Detective Conan Movie 04: Captured in Her Eyes,8.03,"Adventure, Comedy, Mystery",Movie,1.0,59845
1364,Detective Conan Movie 05: Countdown to Heaven,8.12,"Adventure, Comedy, Mystery",Movie,1.0,61010
1365,Detective Conan Movie 06: The Phantom of Baker Street,8.3,"Adventure, Mystery",Movie,1.0,74723
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,7.8,"Adventure, Comedy, Mystery",Movie,1.0,49935
1367,Detective Conan Movie 08: Magician of the Silver Sky,8.06,"Adventure, Comedy, Mystery",Movie,1.0,54389
1368,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,7.36,"Comedy, Mystery",OVA,1.0,15660
1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,7.23,"Adventure, Comedy, Mystery",OVA,1.0,19709
1370,Atama Yama,6.37,"Avant Garde, Award Winning, Comedy, Fantasy, Suspense",Movie,1.0,8224
1371,Hi no Tori,7.12,"Adventure, Drama, Sci-Fi, Supernatural",TV,13.0,9510
1372,Taiho Shichau zo (TV),7.54,"Action, Comedy",TV,47.0,32752
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,7.21,Drama,Special,4.0,5519
1374,Kyoushoku Soukou Guyver (2005),7.22,"Adventure, Sci-Fi",TV,26.0,21863
1375,Watashi no Ashinaga Ojisan,7.7,"Comedy, Romance, Slice of Life",TV,40.0,16005
1376,Ojamajo Doremi Na-i-sho,7.8,"Comedy, Fantasy",OVA,13.0,10233
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,6.66,"Drama, Sci-Fi",TV,13.0,4564
1378,Sengoku Kitan Youtouden Movie,5.97,Action,Movie,1.0,5181
1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.74,"Adventure, Drama, Fantasy",Movie,1.0,55070
1380,Blue Gender: The Warrior,6.2,"Adventure, Drama, Horror, Romance, Sci-Fi",Movie,1.0,11135
1381,Seikai no Monshou Special,7.11,"Action, Romance, Sci-Fi",Special,1.0,3689
1382,Yuusha-Ou GaoGaiGar Final,8.07,"Adventure, Drama, Sci-Fi",OVA,8.0,9765
1383,Yuuwaku Countdown,5.66,"Action, Comedy, Fantasy, Horror, Romance, Supernatural, Hentai",OVA,6.0,3194
1384,Kyuuketsuhime Miyu,6.96,"Action, Drama, Horror",OVA,4.0,21027
1385,Kurohime: Shikkoku no Yakata,5.75,Hentai,OVA,2.0,4212
1386,Blood Royale,5.57,Hentai,OVA,2.0,5052
1387,Yakin Byoutou,6.27,Hentai,OVA,10.0,12161
1388,Yakin Byoutou Ni,6.03,Hentai,OVA,5.0,5362
1389,Yakin Byoutou San,6.13,Hentai,OVA,3.0,5289
1390,Parade Parade,5.91,Hentai,OVA,2.0,3378
1391,Future GPX Cyber Formula,7.43,"Adventure, Sci-Fi",TV,37.0,8028
1392,Future GPX Cyber Formula 11,7.3,"Drama, Sci-Fi",OVA,6.0,2846
1393,Future GPX Cyber Formula Zero,7.4,"Drama, Sci-Fi",OVA,8.0,2764
1394,Future GPX Cyber Formula Saga,7.31,"Drama, Sci-Fi",OVA,8.0,2694
1395,Future GPX Cyber Formula Sin,7.4,"Drama, Sci-Fi",OVA,5.0,2714
1396,Future GPX Cyber Formula: Early Days Renewal,6.27,"Drama, Sci-Fi, Sports",OVA,2.0,797
1397,Macross 7,7.18,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,49.0,30025
1398,Macross Dynamite 7,6.81,"Action, Adventure, Comedy, Sci-Fi",OVA,4.0,13303
1399,Macross 7 Encore,6.93,"Action, Comedy, Drama, Sci-Fi",OVA,3.0,9108
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,6.89,"Action, Adventure, Comedy, Drama, Sci-Fi",Movie,1.0,9206
1401,Bible Black: New Testament,6.68,Hentai,OVA,6.0,26323
1402,Princess Memory,5.37,"Fantasy, Hentai",OVA,2.0,1703
1403,Tsumamigui,6.39,Hentai,OVA,2.0,6910
1404,Flutter of Birds: Tori-tachi no Habataki,5.59,Hentai,OVA,2.0,2269
1405,Tokio Kidou Police,5.81,"Comedy, Romance, Hentai",OVA,2.0,2632
1406,Gibo,5.87,"Drama, Romance, Hentai",OVA,2.0,5517
1407,Stainless Night,6.05,"Girls Love, Hentai",OVA,2.0,5395
1408,Kao no nai Tsuki,6.59,Hentai,OVA,5.0,10593
1409,IGPX: Immortal Grand Prix,6.5,"Sci-Fi, Sports",TV,5.0,4307
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,7.25,"Action, Sci-Fi",TV,13.0,10869
1411,VS Knight Lamune & 40 Fresh,5.95,"Adventure, Comedy, Sci-Fi, Ecchi",OVA,6.0,2783
1412,Lupin III,7.63,"Action, Adventure, Comedy, Mystery",TV,23.0,98998
1413,Lupin III: Alcatraz Connection,7.04,"Action, Adventure, Comedy",Special,1.0,7490
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,6.97,"Action, Adventure, Comedy, Mystery",Special,1.0,6562
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,6.8,"Action, Adventure, Comedy, Mystery",Special,1.0,8162
1416,Lupin III: Dead or Alive,7.12,"Action, Adventure, Comedy, Mystery",Movie,1.0,11115
1417,Lupin III: Moeyo Zantetsuken!,7.02,"Action, Adventure, Comedy, Mystery",Special,1.0,8387
1418,"Lupin III: Episode 0 ""First Contact""",7.56,"Action, Adventure, Comedy, Mystery",Special,1.0,10715
1419,Lupin III: Kutabare! Nostradamus,7.33,"Action, Adventure, Comedy, Mystery",Movie,1.0,11190
1420,Lupin III: Russia yori Ai wo Komete,6.68,"Action, Adventure, Comedy, Mystery",Special,1.0,6569
1421,Lupin III: Hemingway Paper no Nazo,6.88,"Action, Adventure, Comedy, Mystery",Special,1.0,6675
1422,Lupin III: $1 Money Wars,7.11,"Action, Adventure, Comedy, Mystery",Special,1.0,7048
1423,Lupin III: Napoleon no Jisho wo Ubae,6.62,"Action, Adventure, Comedy, Mystery",Special,1.0,6464
1424,Lupin III: Otakara Henkyaku Daisakusen!!,7.31,"Action, Adventure, Comedy, Mystery",Special,1.0,6777
1425,Lupin III: Part II,7.77,"Action, Adventure, Comedy, Mystery",TV,155.0,33406
1426,Lupin III: Part III,7.29,"Action, Adventure, Comedy",TV,50.0,21297
1427,Lupin III: Ikiteita Majutsushi,5.84,"Action, Adventure, Comedy, Mystery",OVA,1.0,5814
1428,Lupin III: Pilot Film (1978),6.3,"Action, Adventure, Comedy, Mystery",Movie,1.0,5489
1429,Lupin III: Nusumareta Lupin,7.01,"Action, Adventure, Comedy, Mystery",Special,1.0,6111
1430,Lupin III: Cagliostro no Shiro,8.15,"Action, Adventure, Award Winning, Comedy, Mystery",Movie,1.0,111263
1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,6.76,"Action, Adventure, Comedy, Mystery",Special,1.0,7120
1432,Lupin III: Fuuma Ichizoku no Inbou,7.28,"Action, Adventure, Comedy, Mystery",Movie,1.0,10893
1433,Lupin III: Babylon no Ougon Densetsu,6.46,"Action, Adventure, Comedy, Mystery",Movie,1.0,8639
1434,Lupin III: Harimao no Zaihou wo Oe!!,6.91,"Action, Adventure, Comedy, Mystery",Special,1.0,7088
1435,Lupin III: Lupin vs. Fukusei-ningen,7.0,"Action, Adventure, Comedy, Mystery",Movie,1.0,13353
1436,Lupin III: Twilight Gemini no Himitsu,6.91,"Action, Adventure, Comedy",Special,1.0,7498
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,7.24,"Action, Adventure, Comedy, Mystery",Special,1.0,7865
1438,Lupin III: Lupin Ansatsu Shirei,6.93,"Action, Adventure, Comedy, Mystery",Special,1.0,7759
1439,Lupin III: Walther P38,7.33,"Action, Adventure, Comedy, Mystery",Special,1.0,8320
1440,Ninja Mono,5.87,"Adventure, Comedy, Supernatural",OVA,2.0,3225
1441,Ginga Tetsudou no Yoru,7.35,"Award Winning, Drama, Fantasy, Mystery",Movie,1.0,24294
1442,Alexander Senki,5.72,"Action, Adventure, Fantasy, Sci-Fi, Supernatural",TV,13.0,8144
1443,Sol Bianca,6.27,"Action, Adventure, Sci-Fi",OVA,2.0,6455
1444,Sol Bianca: Taiyou no Fune,6.33,"Adventure, Sci-Fi",OVA,6.0,5109
1445,Mach GoGoGo,6.66,Adventure,TV,52.0,14868
1448,Hyakujuu-Ou GoLion,6.84,"Adventure, Sci-Fi",TV,52.0,12159
1450,Brigadoon: Marin to Melan,7.26,"Adventure, Comedy, Drama, Sci-Fi",TV,26.0,13026
1451,Shuranosuke Zanmaken: Shikamamon no Otoko,4.7,"Action, Supernatural, Suspense",OVA,1.0,4490
1452,The Samurai,5.92,"Comedy, Romance",OVA,1.0,2485
1453,Maison Ikkoku,8.19,"Comedy, Drama, Romance",TV,96.0,68899
1454,Kemonozume,7.35,"Action, Horror, Romance, Supernatural",TV,13.0,72326
1455,Makai Tenshou,5.19,"Action, Supernatural",OVA,2.0,6964
1456,L/R: Licensed by Royal,6.39,"Action, Adventure, Mystery",TV,12.0,4735
1457,Key the Metal Idol,6.88,"Action, Award Winning, Drama, Sci-Fi",OVA,15.0,22651
1458,Uchuu no Kishi Tekkaman,6.19,"Action, Adventure, Sci-Fi",TV,26.0,3151
1459,Uchuu no Kishi Tekkaman Blade,7.45,"Action, Adventure, Drama, Romance, Sci-Fi",TV,49.0,16094
1460,Uchuu no Kishi Tekkaman Blade II,6.28,"Action, Adventure, Drama, Sci-Fi",OVA,6.0,4276
1462,Memories,7.71,"Award Winning, Drama, Horror, Sci-Fi",Movie,3.0,123863
1465,Hakaima Sadamitsu,6.82,"Action, Sci-Fi",TV,10.0,5791
1466,Hakugei Densetsu,6.57,"Adventure, Sci-Fi",TV,26.0,4526
1468,Baoh Raihousha,6.12,"Action, Sci-Fi",OVA,1.0,18320
1469,Monster Farm: Enbanseki no Himitsu,6.79,"Action, Adventure, Comedy, Fantasy",TV,48.0,43227
1470,City Hunter,7.91,"Action, Comedy, Mystery",TV,51.0,76468
1471,City Hunter 2,8.06,"Action, Comedy, Mystery",TV,63.0,25506
1472,City Hunter 3,7.8,"Action, Comedy, Mystery",TV,13.0,20526
1473,City Hunter '91,7.74,"Action, Comedy, Mystery",TV,13.0,22481
1474,City Hunter: Ai to Shukumei no Magnum,7.37,"Action, Comedy, Mystery",Movie,1.0,8323
1475,City Hunter: Bay City Wars,7.34,"Action, Comedy, Mystery",Movie,1.0,7978
1476,City Hunter: Hyakuman Dollar no Inbou,7.32,"Action, Comedy, Mystery",Movie,1.0,7482
1477,City Hunter: The Secret Service,7.41,"Action, Comedy, Mystery",Special,1.0,8125
1478,City Hunter: Goodbye My Sweetheart,7.49,"Adventure, Comedy",Special,1.0,7240
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,7.36,UNKNOWN,Special,1.0,5895
1480,Sky Girls OVA,6.59,Sci-Fi,OVA,1.0,7211
1481,"Urusei Yatsura: Haru da, Tobidase!",6.61,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Special,1.0,5091
1482,D.Gray-man,8.02,"Action, Adventure, Fantasy",TV,103.0,673585
1483,Master Keaton,7.59,"Adventure, Drama, Mystery",TV,24.0,25962
1484,Youma,6.06,"Action, Fantasy, Horror, Supernatural",OVA,2.0,8986
1485,Akachan to Boku,7.81,"Comedy, Drama",TV,35.0,22043
1486,Kodomo no Omocha (TV),8.06,"Comedy, Drama, Romance",TV,102.0,64660
1487,.hack//Unison,6.63,"Adventure, Comedy, Fantasy, Sci-Fi",Special,1.0,23382
1488,Area 88,7.49,"Action, Adventure, Drama, Romance",OVA,3.0,17896
1489,Renkin San-kyuu Magical? Pokaan Specials,6.87,"Comedy, Ecchi",Special,3.0,7330
1490,Ginga Tetsudou Monogatari,7.07,"Action, Adventure, Drama, Sci-Fi",TV,26.0,11995
1491,Ginga Tetsudou 999,7.78,"Adventure, Drama, Sci-Fi",TV,113.0,35522
1492,Project ARMS,6.93,Action,TV,26.0,13973
1493,Project ARMS: The 2nd Chapter,6.98,"Action, Fantasy",TV,26.0,5947
1494,Darkside Blues,6.03,"Horror, Mystery, Sci-Fi",Movie,1.0,10194
1495,Maetel Legend,6.39,"Drama, Sci-Fi",OVA,2.0,4382
1496,Fushigi no Kuni no Miyuki-chan,5.65,"Comedy, Fantasy, Girls Love, Ecchi",OVA,2.0,12168
1497,Aru Machi Kado no Monogatari,6.54,"Award Winning, Drama, Romance",Movie,1.0,4452
1498,Black Blood Brothers,7.1,"Action, Comedy, Fantasy",TV,12.0,101318
1499,MaMa,5.19,Hentai,OVA,2.0,1698
1500,Teizokurei Daydream,6.11,"Comedy, Drama, Horror, Supernatural, Ecchi",OVA,4.0,10839
1501,Kaleido Star: Good da yo! Goood!!,6.71,Comedy,OVA,1.0,6985
1502,Mahou Shoujo Pretty Sammy (1996),6.82,"Comedy, Fantasy",TV,26.0,7635
1503,Mahou Shoujo Pretty Sammy Specials,6.24,"Adventure, Comedy, Fantasy",Special,7.0,1744
1504,Macross Flash Back 2012,6.85,"Drama, Sci-Fi",OVA,1.0,9241
1505,Detective Conan Movie 09: Strategy Above the Depths,7.79,"Adventure, Comedy, Mystery",Movie,1.0,47868
1506,Detective Conan Movie 10: Requiem of the Detectives,8.04,"Adventure, Comedy, Mystery",Movie,1.0,53882
1508,Sci-fi Harry,6.16,"Drama, Horror, Sci-Fi",TV,20.0,8796
1509,Mamotte! Lollipop,6.61,"Adventure, Comedy, Romance",TV,13.0,24745
1510,Imouto de Ikou!,6.19,Hentai,OVA,2.0,4469
1511,Gakuen: Chijoku no Zushiki,5.39,Hentai,OVA,2.0,3521
1512,Court no Naka no Tenshi-tachi,5.71,"Sports, Hentai",OVA,2.0,3108
1513,Kaette Kita Court no Naka no Tenshi-tachi,5.6,Hentai,OVA,2.0,2451
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,7.01,"Comedy, Romance, Sci-Fi",OVA,6.0,7249
1515,Sentou Yousei Shoujo Tasukete! Mave-chan,5.26,"Comedy, Sci-Fi",OVA,1.0,3653
1516,Kirarin☆Revolution,7.06,"Comedy, Drama, Romance",TV,153.0,31061
1517,Silent Möbius,6.79,"Action, Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi",TV,26.0,14319
1519,Black Lagoon: The Second Barrage,8.17,Action,TV,12.0,496265
1520,Black Jack,7.73,"Drama, Mystery, Suspense",OVA,12.0,38453
1521,Black Jack the Movie,7.33,"Award Winning, Drama",Movie,1.0,12778
1524,Fuujin Monogatari,7.23,"Drama, Fantasy, Slice of Life, Supernatural",TV,13.0,18297
