anime_id,Name,Score,Genres,Type,Episodes,Members
28143,Ochou Fujin no Gensou,5.51,Drama,Movie,1.0,960
28149,Nihon Animator Mihonichi,7.33,"Action, Avant Garde, Fantasy, Sci-Fi, Supernatural, Ecchi",ONA,35.0,39933
28151,Kujakuou: Sengoku Tensei,4.98,"Action, Supernatural",ONA,1.0,755
28155,Yoru no Yatterman,6.5,"Action, Adventure, Comedy, Drama",TV,12.0,31812
28157,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,7.22,Hentai,OVA,1.0,15064
28169,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5.82,Hentai,OVA,1.0,6703
28171,Shokugeki no Souma,8.16,"Gourmet, Ecchi",TV,24.0,1585095
28179,Miss Monochrome The Animation: Manager,6.2,"Comedy, Slice of Life",OVA,1.0,6441
28197,Ofuro no Kazoe Uta,4.91,UNKNOWN,Music,1.0,374
28205,Fastening Days,6.37,UNKNOWN,ONA,1.0,6083
28207,Ketsuekigata-kun! 2,6.37,Comedy,TV,12.0,5043
28211,Harmony,6.89,Sci-Fi,Movie,1.0,58529
28215,Saint Seiya: Soul of Gold,7.06,"Action, Adventure, Fantasy, Sci-Fi",ONA,13.0,29295
28221,Etotama,6.8,"Action, Comedy, Fantasy",TV,12.0,78914
28223,Death Parade,8.15,"Drama, Supernatural, Suspense",TV,12.0,1688655
28227,White Album 2 Picture Drama,5.91,"Drama, Ecchi",Special,2.0,7207
28235,Indie Anibox: Selma Danbaekjil Coffee,5.91,"Comedy, Drama, Romance, Sci-Fi",Movie,1.0,3287
28237,MapleStory Special,5.29,"Action, Comedy, Fantasy",Special,1.0,495
28241,Ahiru Rikusentai,5.02,Action,Movie,1.0,1130
28245,Ari-chan,5.15,Comedy,Movie,1.0,922
28249,Arslan Senki (TV),7.66,"Action, Adventure, Drama, Fantasy",TV,25.0,364737
28251,Ulibyeol Ilhowa Eollugso,5.73,"Comedy, Romance",Movie,1.0,1958
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,6.71,"Comedy, Supernatural",Movie,1.0,2428
28283,Sengoku Musou,6.52,Action,TV,12.0,22450
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.34,"Action, Comedy, Fantasy, Romance, Ecchi",OVA,1.0,136082
28297,Ore Monogatari!!,7.91,"Comedy, Romance",TV,24.0,646011
28299,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,7.23,"Comedy, Romance",OVA,1.0,53589
28305,Broots,4.8,Sci-Fi,Special,1.0,497
28309,Oni Chichi 2: Harvest,6.63,Hentai,OVA,1.0,14932
28311,Koi Maguwai,6.79,"Romance, Hentai",OVA,1.0,12010
28313,Kanojo wa Dare to demo Sex Suru.,6.64,Hentai,OVA,2.0,12726
28339,2005-nen Uchuu no Tabi,4.41,"Avant Garde, Sci-Fi",Special,1.0,2516
28347,Guitar Shoujo!,4.73,Slice of Life,Special,1.0,534
28351,Hikari no Megami,6.61,"Action, Fantasy",Special,1.0,7130
28353,Henteko na Volunteer,6.28,"Drama, Slice of Life",OVA,1.0,284
28355,Henna ABC,5.08,UNKNOWN,Music,1.0,349
28367,Dr. Slump: Arale-chan '92 Oshougatsu Special,5.8,"Comedy, Sci-Fi",Special,3.0,884
28369,Dr. Slump: Arale-chan Specials,5.76,"Comedy, Sci-Fi",Special,2.0,1030
28371,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,5.9,"Comedy, Sci-Fi",Special,1.0,952
28381,Monster High: Kowa-ike Girls,5.63,Supernatural,ONA,8.0,1919
28385,Seto no Hanayome Picture Drama,6.3,"Comedy, Romance",Special,1.0,3580
28387,Joukamachi no Dandelion,7.16,"Comedy, Slice of Life",TV,12.0,164735
28391,Ao no Kanata no Four Rhythm,6.65,"Sci-Fi, Sports",TV,12.0,146560
28401,Q Transformers: Kaette Kita Convoy no Nazo,5.3,Slice of Life,TV,13.0,1174
28405,Ansatsu Kyoushitsu: Deai no Jikan,7.43,"Action, Comedy",Special,1.0,131331
28419,Katsura Hime,5.07,"Action, Comedy",Movie,1.0,768
28423,Kyoukai no Rinne,6.89,"Comedy, Supernatural",TV,25.0,86625
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.75,"Action, Adventure, Fantasy",ONA,1.0,9903
28433,Baymax,5.9,"Drama, Sci-Fi, Slice of Life",Music,1.0,1716
28439,Hatsune Miku x Tetsuya Nomura,5.65,UNKNOWN,Special,1.0,3690
28447,Shingeki no Bahamut: Genesis - Roundup,6.34,"Action, Adventure, Fantasy",Special,1.0,16037
28479,Detective Conan Movie 19: The Hellfire Sunflowers,7.72,"Action, Mystery",Movie,1.0,37561
28495,Sidonia no Kishi Movie,7.24,"Action, Sci-Fi",Movie,1.0,11971
28497,Rokka no Yuusha,7.28,"Action, Adventure, Fantasy, Mystery",TV,12.0,614302
28511,Precure All Stars Movie: Haru no Carnival♪,6.46,"Action, Comedy, Fantasy",Movie,1.0,3486
28517,Ikenai Koto The Animation,6.06,Hentai,OVA,1.0,5120
28519,Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,5.83,Hentai,OVA,2.0,4835
28531,Ai Tenchi Muyou! Recaps,5.36,"Comedy, Sci-Fi",Special,10.0,5195
28537,Garo: Guren no Tsuki,5.88,"Action, Fantasy",TV,23.0,30084
28539,Garo Movie: Divine Flame,7.55,"Action, Fantasy",Movie,1.0,23960
28587,Modern,4.87,Avant Garde,Movie,1.0,804
28591,Timbre A to Z,4.5,Avant Garde,ONA,26.0,832
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,6.11,Comedy,Special,5.0,12891
28595,Pac-World,5.34,"Adventure, Comedy, Sci-Fi",TV,52.0,2519
28603,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials,6.1,"Comedy, Fantasy, Supernatural",Special,3.0,5091
28607,Hetalia: The World Twinkle,7.2,Comedy,ONA,15.0,40745
28617,Punch Line,6.91,"Comedy, Sci-Fi, Supernatural, Ecchi",TV,12.0,227648
28619,Ranpo Kitan: Game of Laplace,6.58,"Mystery, Suspense",TV,11.0,115065
28621,Subete ga F ni Naru,7.25,"Mystery, Sci-Fi",TV,11.0,165741
28623,Koutetsujou no Kabaneri,7.27,"Action, Drama, Fantasy, Horror",TV,12.0,781694
28625,Shisha no Teikoku,6.85,Sci-Fi,Movie,1.0,80839
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,5.55,Action,ONA,2.0,615
28637,Dreams,3.71,Avant Garde,Movie,1.0,1225
28639,Futon,5.04,Avant Garde,Movie,1.0,943
28641,Great Rabbit,4.39,Award Winning,Movie,1.0,1079
28645,Haru no Shikumi,4.26,Avant Garde,Movie,1.0,1154
28647,Kappo,4.18,Avant Garde,Movie,1.0,946
28653,Maze,5.35,UNKNOWN,Movie,1.0,372
28655,PiKA PiKA,4.95,UNKNOWN,Movie,1.0,618
28657,Red Colored Bridge,3.52,Avant Garde,Movie,1.0,1198
28665,Nenga no Kizuna,5.6,Slice of Life,ONA,1.0,524
28669,Go! Princess Precure,7.8,"Action, Comedy, Fantasy",TV,50.0,17057
28673,Duan Nao,6.36,"Mystery, Sci-Fi, Suspense",ONA,16.0,6114
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.15,"Action, Fantasy, Romance",Movie,1.0,251843
28677,Yamada-kun to 7-nin no Majo,7.55,"Comedy, Mystery, Romance, Supernatural",TV,12.0,756642
28683,One Piece: Episode of Alabasta - Prologue,7.19,"Action, Adventure, Fantasy",Special,1.0,15741
28685,Tough Guy!,5.24,"Action, Award Winning, Comedy",Movie,1.0,566
28687,Poker,5.09,UNKNOWN,Music,1.0,874
28691,Kemurigusa Monogatari,5.01,Comedy,Movie,1.0,1145
28695,Nonsense Monogatari Dai Ippen: Sarugashima,5.01,Adventure,Movie,1.0,1016
28701,Fate/stay night: Unlimited Blade Works 2nd Season,8.32,"Action, Fantasy, Supernatural",TV,13.0,820465
28713,Isuca: Gokuraku,6.24,"Comedy, Romance, Supernatural, Ecchi",OVA,1.0,21959
28715,Rusty Nail,6.16,"Action, Sci-Fi",Music,1.0,1462
28717,Luigi's Toy Adventure,5.65,Adventure,ONA,1.0,2249
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.5,UNKNOWN,Special,1.0,1841
28725,Kokoro ga Sakebitagatterunda.,7.83,"Drama, Romance",Movie,1.0,319716
28733,Ginga Tetsudou 999 (ONA),5.95,"Adventure, Drama, Sci-Fi",ONA,6.0,1247
28735,Shouwa Genroku Rakugo Shinjuu,8.57,Drama,TV,13.0,281445
28755,Boruto: Naruto the Movie,7.4,"Action, Adventure, Fantasy",Movie,1.0,447423
28759,Harbor Tale,5.86,"Adventure, Fantasy",Movie,1.0,423
28761,00:08,4.9,Avant Garde,Movie,1.0,9731
28765,The Baby Birds of Norman McLaren,5.14,UNKNOWN,Movie,1.0,620
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,7.5,Adventure,Movie,1.0,74798
28775,White Fantasy,5.53,"Fantasy, Sports",Special,1.0,1549
28779,Futa-bu!!,7.21,"Girls Love, Hentai",OVA,2.0,20137
28789,3-gatsu no Lion meets Bump of Chicken,7.03,Drama,Music,1.0,14600
28791,Gunslinger Stratos The Animation,6.06,"Action, Sci-Fi",TV,12.0,71477
28805,Bakemono no Ko,8.25,"Adventure, Fantasy",Movie,1.0,408316
28809,Macross Fufonfia Specials,5.43,Comedy,Special,3.0,1092
28811,Last Exile: Doyou no Asa,5.54,"Comedy, Sci-Fi",Special,3.0,1528
28813,Bamboo Blade: Fanfu-Fufe-Fo,5.54,"Comedy, Sports",Special,2.0,1338
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,5.64,"Comedy, Sci-Fi",Special,24.0,1167
28817,Mikagura Gakuen Kumikyoku (TV),6.68,"Action, Comedy, Girls Love",TV,12.0,87601
28819,Okusama ga Seitokaichou!,6.58,"Comedy, Romance, Ecchi",TV,12.0,288363
28825,Himouto! Umaru-chan,7.11,Comedy,TV,12.0,666479
28827,Doubutsu Tonarigumi,5.08,Comedy,Movie,1.0,436
28829,Cinterrier-jou no Hanamuko,4.71,"Comedy, Fantasy",Movie,1.0,440
28831,Anomalies,4.38,UNKNOWN,Special,1.0,909
28833,Chain Chronicle: Haecceitas no Hikari,6.56,"Action, Adventure, Fantasy",TV,12.0,120327
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.86,Slice of Life,TV,12.0,4126
28841,"Wake Up, Girls! Seishun no Kage",7.17,Drama,Movie,1.0,9741
28843,Watashi no Kao,4.1,"Avant Garde, Horror",Movie,1.0,2908
28851,Koe no Katachi,8.94,"Award Winning, Drama",Movie,1.0,2193966
28853,Pokemon: Pikachu to Pokemon Ongakutai,6.19,"Adventure, Fantasy",Movie,1.0,5896
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,6.78,Hentai,OVA,1.0,7093
28861,Takamiya Nasuno desu! Teekyuu Spin-off,6.4,"Comedy, Slice of Life",TV,12.0,14432
28869,Kaitou Joker 2nd Season,7.23,"Adventure, Comedy, Mystery",TV,13.0,6311
28881,New Initial D Movie: Legend 2 - Tousou,7.79,UNKNOWN,Movie,1.0,28497
28883,Hidan no Aria AA,6.21,"Action, Girls Love",TV,12.0,99361
28891,Haikyuu!! Second Season,8.63,Sports,TV,25.0,1360265
28897,Ganso Banana no Tamashii,4.81,UNKNOWN,Music,1.0,393
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.69,"Action, Adventure, Fantasy",TV,12.0,773002
28911,Hidamari Sketch Recap,6.27,"Comedy, Slice of Life",Special,1.0,1536
28913,Hidamari Sketch x 365 Recap,6.13,"Comedy, Slice of Life",Special,1.0,1367
28915,Hidamari Sketch x ☆☆☆ Recap,6.22,"Comedy, Slice of Life",Special,1.0,1372
28921,Disney Tsum Tsum,5.64,UNKNOWN,TV,37.0,1149
28925,Youkai Watch: Best 10,5.62,"Comedy, Supernatural",Special,1.0,794
28927,Owari no Seraph: Nagoya Kessen-hen,7.62,"Action, Drama, Supernatural",TV,12.0,756606
28929,Vampire Holmes,3.28,"Comedy, Mystery, Supernatural",TV,12.0,20412
28951,Beluga,4.45,"Avant Garde, Horror",Movie,1.0,1260
28953,Sougiya to Inu,4.96,"Avant Garde, Horror",Movie,1.0,916
28955,Columbos,4.75,"Drama, Mystery",Movie,1.0,475
28957,Mushishi Zoku Shou: Suzu no Shizuku,8.59,"Adventure, Mystery, Slice of Life, Supernatural",Movie,1.0,123175
28959,Kizuna (Special),5.67,"Drama, Romance, Slice of Life",Special,1.0,880
28961,Idol☆Sister,7.05,Hentai,OVA,1.0,16715
28963,Nekota no Koto ga Kininatte Shikatanai.,5.9,UNKNOWN,Special,1.0,1346
28977,Gintama°,9.06,"Action, Comedy, Sci-Fi",TV,51.0,595767
28979,To LOVE-Ru Darkness 2nd,7.44,"Comedy, Romance, Sci-Fi, Ecchi",TV,12.0,251281
28981,Ame-iro Cocoa,4.71,"Comedy, Slice of Life",TV,12.0,26792
28983,Bouken-tachi Gamba to Nanbiki no Nakama,5.85,Adventure,Movie,1.0,472
28987,Kamakura,5.28,Avant Garde,Movie,1.0,451
28989,Maku,5.16,Avant Garde,Movie,1.0,492
28991,Ninja & Soldier,5.62,UNKNOWN,Movie,1.0,489
28993,Hand Soap,4.78,Avant Garde,Movie,1.0,1016
28999,Charlotte,7.75,Drama,TV,13.0,1536653
29017,Wooser no Sono Higurashi: Mugen-hen,6.53,"Comedy, Fantasy, Slice of Life",TV,13.0,4805
29027,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.92,"Action, Fantasy, Romance, Ecchi",OVA,1.0,122531
29035,Robot Girls Z Plus,6.31,Comedy,ONA,6.0,6935
29053,Orangutan,4.93,UNKNOWN,Music,1.0,327
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.32,"Comedy, Romance",TV,13.0,193180
29073,Tottori U-turn,4.69,Sports,Special,1.0,388
29083,Lovely x Cation The Animation,7.19,Hentai,OVA,2.0,11442
29085,Sei Yariman Sisters Pakopako Nikki The Animation,6.78,Hentai,OVA,1.0,9161
29087,Wangpai Yushi,6.39,"Comedy, Fantasy, Supernatural",ONA,39.0,3508
29089,Yaoguai Mingdan,6.81,"Action, Comedy, Fantasy, Romance",ONA,18.0,25499
29093,Grisaia no Meikyuu: Caprice no Mayu 0,7.84,Drama,Special,1.0,224021
29095,Grisaia no Rakuen,7.76,"Drama, Romance",TV,10.0,397385
29101,Grisaia no Kajitsu Specials,6.9,Ecchi,Special,6.0,78974
29103,Tanoshii Sansuu,5.02,UNKNOWN,Music,1.0,276
29105,Aruite Mikka!,4.19,Comedy,Music,1.0,612
29107,Banana Mura ni Ame ga Furu,4.61,UNKNOWN,Music,1.0,444
29111,Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,4.69,Hentai,OVA,1.0,556
29123,World Calling,6.11,UNKNOWN,Music,1.0,1866
29129,Ookami Shoujo to Kuro Ouji Recap,6.81,"Comedy, Romance",Special,1.0,16910
29135,Chiisana Teien,5.88,"Adventure, Fantasy",Movie,1.0,490
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,5.26,Comedy,Special,1.0,628
29153,Usagi to Kame (Music),5.28,UNKNOWN,Music,1.0,361
29163,Sore ga Seiyuu!,7.04,"Comedy, Slice of Life",TV,13.0,52754
29165,Daitoshokan no Hitsujikai Picture Drama,6.26,"Comedy, Ecchi",Special,6.0,8192
29173,Tensai Banpaku Opening,5.1,Avant Garde,ONA,2.0,746
29177,Persia no Komoriuta: Watashi no Hana,5.09,UNKNOWN,Music,1.0,287
29179,Futago no Ookami Daibouken,5.1,UNKNOWN,Music,1.0,319
29181,Henna Ie!,4.74,UNKNOWN,Music,1.0,302
29223,Aldnoah.Zero Extra Archives,6.6,"Action, Sci-Fi",Special,1.0,14684
29231,Fushigiboshi no☆Futagohime Gyu! Recap,6.35,"Comedy, Fantasy",OVA,1.0,781
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,5.91,"Adventure, Comedy, Sci-Fi",Movie,1.0,660
29235,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,5.95,Adventure,Movie,1.0,830
29247,Kiki to Lala no Habatake! Pegasus,5.48,UNKNOWN,OVA,1.0,443
29255,Koukaku Kidoutai Arise [.jp],6.25,Action,Special,1.0,4966
29261,Genkaku Cool na Sensei ga Aheboteochi!,7.24,Hentai,OVA,2.0,14936
29283,Uchuu Kaizoku Mito no Daibouken Pilot,5.76,"Comedy, Sci-Fi",Special,1.0,446
29291,Behind a Smile,5.75,Action,Music,1.0,1001
29301,Kurage no Shokudou,6.21,"Drama, Slice of Life",OVA,1.0,15046
29307,Classical Sex-Zone,5.04,Hentai,OVA,3.0,818
29311,Shousei Shikisai Gensou,4.32,UNKNOWN,Movie,1.0,662
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,7.07,"Comedy, Romance, Ecchi",Special,1.0,123527
29323,"Oyaji no, Imo no Kamisama.",5.72,Slice of Life,Special,1.0,601
29325,Koukaku Kidoutai Arise: Alternative Architecture,7.23,Sci-Fi,TV,10.0,42237
29347,20-dai no Heya-hen,5.0,Slice of Life,Special,1.0,2135
29353,Kimi wa Tomodachi,5.23,"Adventure, Fantasy",Music,1.0,346
29355,Grasshopper Monogatari,5.24,UNKNOWN,Music,1.0,279
29363,Watashi no Ashinaga Ojisan Specials,6.18,"Comedy, Romance, Slice of Life",Special,2.0,655
29377,Pulsar,5.24,Avant Garde,Movie,1.0,566
29391,Pinky Wakuwaku Tabi Stroll,4.69,Slice of Life,ONA,7.0,418
29393,Pinky Monkey no Umareta Hi,5.06,Adventure,ONA,1.0,342
29395,Fafa Movie,4.54,Slice of Life,ONA,2.0,402
29397,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,4.79,Slice of Life,ONA,1.0,403
29409,Juu-nin no Chiisa na Indian,5.02,UNKNOWN,Movie,1.0,399
29411,12-gatsu no Uta,4.41,UNKNOWN,Movie,1.0,904
29413,Dog Days Recap,6.43,"Action, Adventure, Fantasy",Special,1.0,5480
29419,Pokemon XY: New Year's Eve 2014 Super Mega Special,6.31,"Action, Adventure, Comedy, Fantasy",Special,1.0,4151
29437,Detective Conan: Happy New Year Special,6.98,"Action, Comedy, Mystery",Special,1.0,4216
29451,Hoshi Uranai Kirakira,5.06,UNKNOWN,Music,1.0,346
29453,Kenka no Ato wa,5.33,Romance,Music,1.0,367
29455,Cabbage UFO,4.87,UNKNOWN,Music,1.0,445
29457,Tenrankai de Atta Onnanoko,5.11,UNKNOWN,Music,1.0,310
29459,Pata Pata Mama,4.9,UNKNOWN,Music,1.0,315
29475,Straw-saurus Neo,5.32,"Adventure, Fantasy, Sci-Fi",Special,1.0,339
29477,Rescue YoYo,5.11,UNKNOWN,Special,1.0,342
29481,Kakinoki Mokkii,5.26,Fantasy,Special,1.0,421
29495,Nanja Monja Obake,5.45,Horror,Special,1.0,340
29501,Neko no Sakusen,5.57,Sports,Special,1.0,347
29503,Gararin to Gororin,5.17,UNKNOWN,Special,1.0,385
29505,Suna Asobi,5.32,Adventure,Special,1.0,343
29511,Ongaku Shoujo,6.2,Slice of Life,Movie,1.0,12652
29513,Aki no Kanade,6.95,Slice of Life,Movie,1.0,21945
29515,Happy ComeCome,5.33,"Comedy, Sci-Fi, Slice of Life",Movie,1.0,1503
29517,Kumi to Tulip,5.92,Sci-Fi,Movie,1.0,1962
29551,Kanimanji Engi,5.28,Fantasy,Movie,1.0,498
29555,Kinken Chochiku Shiobara Tasuke,4.95,UNKNOWN,Movie,1.0,451
29557,Okuni no Tame ni,5.04,UNKNOWN,Movie,1.0,506
29559,San-biki no Koguma-san,4.78,UNKNOWN,Movie,1.0,469
29573,Fukubiki! Triangle: Futaba wa Atafuta ♥,6.53,Hentai,OVA,1.0,8608
29575,Mankitsu Happening,7.7,Hentai,OVA,4.0,54593
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,7.22,"Comedy, Sports",Special,1.0,24474
29585,Chikotan,5.36,UNKNOWN,Movie,1.0,599
29587,Home My Home,5.12,Award Winning,Movie,1.0,417
29589,Denpa Kyoushi,6.87,"Comedy, Romance",TV,24.0,151994
29597,Hana,4.3,Comedy,Movie,1.0,1024
29605,Double Hard,5.99,Action,ONA,26.0,567
29609,Chinka,4.92,Action,Special,1.0,482
29611,Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,6.32,"Adventure, Comedy",Movie,1.0,594
29613,Perman: Birdman ga Yatte Kita!!,5.8,"Adventure, Comedy",Movie,1.0,563
29615,Oh Yoko!,4.35,"Avant Garde, Romance",Music,1.0,1137
29617,Good-by Elvis and USA,2.95,Avant Garde,Movie,1.0,1529
29619,Good-by Marilyn,3.54,Avant Garde,Movie,1.0,1051
29623,Jiaoao de Jiangjun,5.34,Drama,Movie,1.0,487
29629,Coffee Break,4.79,Avant Garde,Movie,1.0,1170
29633,Kiseki,4.61,Avant Garde,Movie,1.0,589
29635,Otoko to Onna to Inu,4.67,"Comedy, Romance",Movie,1.0,565
29637,Samurai,4.6,"Drama, Romance",Movie,1.0,545
29645,Jikan,4.68,Avant Garde,Movie,1.0,449
29647,Sensuikan Cassiopeia,4.76,Avant Garde,Movie,1.0,390
29649,Tsuiseki,4.77,Avant Garde,Movie,1.0,412
29651,Ikedaya Soudou,4.87,Drama,Movie,1.0,373
29653,Futari Zamurai Homare no Kawakiri,4.97,Drama,Movie,1.0,406
29655,Chanda Gou,5.21,UNKNOWN,Movie,1.0,364
29657,Stone,4.85,Avant Garde,Movie,1.0,726
29661,Karma,4.86,Avant Garde,Movie,1.0,576
29665,Genei Toshi,4.78,Avant Garde,Movie,1.0,416
29667,Toumei Ningen,5.02,Avant Garde,Movie,1.0,430
29671,Hyoutan,5.27,UNKNOWN,Movie,1.0,372
29673,Shin Tenchi Souzou,4.95,Comedy,Movie,1.0,490
29675,Sarasoujuu no Hana no Iro,5.07,Drama,Movie,1.0,373
29677,Kage,5.12,Drama,Movie,1.0,591
29679,Ki Renka,4.89,Drama,Movie,1.0,478
29681,Odoroki Ban,4.68,Avant Garde,Movie,1.0,527
29687,Duel Masters VSR,5.32,"Action, Adventure, Comedy, Fantasy",TV,51.0,1323
29697,Tennis no Ouji-sama: Message in a Bottle,6.57,Comedy,Special,1.0,2567
29701,Ni-hiki no Sanma (1968),4.95,Comedy,Movie,1.0,545
29703,Ikoku na Retro,6.38,Hentai,OVA,1.0,6074
29705,Shoujo Kyouiku,6.47,Hentai,OVA,2.0,10649
29707,Yume no Ukiyo ni Saitemina,5.79,UNKNOWN,Music,1.0,2118
29710,Believe in It,5.32,Avant Garde,Movie,1.0,351
29715,Nar Doma,5.49,Comedy,TV,26.0,2681
29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,5.71,"Adventure, Drama, Sci-Fi",Special,1.0,787
29722,"Eikoku Ikka, Nihon wo Taberu",6.27,"Comedy, Gourmet, Slice of Life",TV,24.0,1407
29727,Paradise,5.75,Adventure,Movie,1.0,623
29730,Ienai Koto The Animation,6.1,Hentai,OVA,2.0,5624
29731,Beppu x Peeping Life,4.96,"Comedy, Slice of Life",ONA,1.0,568
29739,Yatterman x Toshiba,4.91,Comedy,Special,1.0,558
29744,Seishun Midnight Runners: Shiosai,5.33,UNKNOWN,Music,1.0,268
29752,JU Chuuko Jidousha Hanbaishi x Peeping Life,5.08,"Comedy, Slice of Life",ONA,2.0,427
29755,Haikyuu!! Movie 1: Owari to Hajimari,8.0,Sports,Movie,1.0,94475
29756,Sinbad: Soratobu Hime to Himitsu no Shima,6.15,Adventure,Movie,1.0,2155
29757,Mori no e,5.47,UNKNOWN,Music,1.0,562
29758,Taboo Tattoo,5.74,"Action, Mystery, Supernatural",TV,12.0,278477
29764,Blend,4.69,Avant Garde,Movie,1.0,725
29765,Metropolis (2009),5.54,UNKNOWN,Movie,1.0,1049
29766,Playground,4.82,Avant Garde,Movie,1.0,727
29767,Minamo,4.81,UNKNOWN,Movie,1.0,417
29768,Fantastic Cell,4.65,Avant Garde,Movie,1.0,911
29770,Kikyuu,5.64,UNKNOWN,Music,1.0,775
29771,Recorder,4.93,Avant Garde,Movie,1.0,950
29772,Calm,5.68,Avant Garde,Movie,1.0,1761
29777,Baka Baka Baka na Sekai,4.2,"Avant Garde, Comedy",Movie,1.0,1984
29778,Himitsu Spark,6.06,UNKNOWN,Music,1.0,1228
29780,Tokyo Fantasia,5.36,Avant Garde,Movie,1.0,390
29782,Malay Oki Kaisen,5.05,UNKNOWN,Movie,1.0,599
29785,Jitsu wa Watashi wa,6.84,"Comedy, Fantasy, Romance",TV,13.0,260687
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.24,"Comedy, Ecchi",TV,12.0,773763
29787,Gochuumon wa Usagi desu ka??,7.78,Slice of Life,TV,12.0,126635
29791,Are wa Dare?,5.26,UNKNOWN,Movie,1.0,400
29792,Chiisana Itsutsu no Ohanashi,5.27,UNKNOWN,Movie,1.0,338
29793,Chikara Bashi,5.36,UNKNOWN,Movie,1.0,393
29796,Oshizuka ni,5.3,UNKNOWN,Movie,1.0,303
29798,Sakura Yori Ai wo Nosete,5.25,UNKNOWN,Movie,1.0,334
29799,Tabi wa Michizure Yo wa Nasake,5.1,UNKNOWN,Movie,1.0,321
29800,Urameshi Denwa,5.11,Comedy,Movie,1.0,318
29801,The iDOLM@STER Million Live! 1-shuunen Kinen PV,5.91,Drama,Special,1.0,3342
29803,Overlord,7.91,"Action, Adventure, Fantasy",TV,13.0,1510995
29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,7.05,Hentai,OVA,1.0,8085
29808,Namaiki: Kissuisou e Youkoso! The Animation,7.11,Hentai,OVA,1.0,15945
29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,6.85,Hentai,OVA,1.0,14145
29812,Yumemi Douji,5.24,Drama,Movie,1.0,555
29820,Channel 5.5 4th Season,5.3,Comedy,ONA,4.0,614
29821,Channel 5.5,5.18,Comedy,ONA,4.0,683
29822,Channel 5.5 2nd Season,5.01,Comedy,ONA,4.0,922
29823,Channel 5.5 3rd Season,5.6,Comedy,ONA,4.0,927
29825,Onnanoko tte.,5.4,"Comedy, Slice of Life",Special,4.0,464
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.76,"Comedy, Drama, Slice of Life",Movie,1.0,9915
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.81,"Comedy, Drama, Slice of Life",Movie,1.0,9495
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.11,"Comedy, Drama, Slice of Life",Movie,1.0,10713
29833,Mochi Mochi no Ki,5.3,UNKNOWN,Movie,1.0,347
29834,Moshidora Recap,5.74,"Drama, Sports",Special,1.0,719
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",5.89,"Mystery, Supernatural",Special,1.0,778
29850,AKB48 Stage Fighter,5.05,Action,Special,1.0,1099
29852,Boku no Yayoi-san,6.16,Hentai,OVA,2.0,6735
29853,Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,6.79,UNKNOWN,Special,1.0,4858
29854,Ushio to Tora (TV),7.57,"Action, Adventure, Comedy, Supernatural",TV,26.0,220114
